Data,Ora,Data Valore,Prodotto,ISIN,Descrizione,Borsa,Variazioni,,Saldo,,ID Ordine
16-12-2022,09:01,15-12-2022,FUTUREFUEL CORP. COMM,US36116M1062,Ritenuta sul dividendo,,USD,-0.07,USD,0.56,
16-12-2022,07:24,15-12-2022,REALTY INCOME CORPORAT,US7561091049,Dividendo,,USD,0.74,USD,0.63,
16-12-2022,07:24,15-12-2022,REALTY INCOME CORPORAT,US7561091049,Ritenuta sul dividendo,,USD,-0.11,USD,-0.11,
05-12-2022,17:19,05-12-2022,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 1,14 EUR",,,,EUR,800.07,
05-12-2022,17:19,05-12-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-1.14,EUR,798.93,
03-12-2022,07:38,02-12-2022,,,Credito FX,,EUR,1.14,EUR,800.07,
03-12-2022,07:38,02-12-2022,,,Prelievo FX,1.0562,USD,-1.20,USD,0.00,
03-12-2022,04:54,30-11-2022,ISHARES GLOBAL WATER UCITS ETF,IE00B1TXK627,Dividendo,,USD,0.44,USD,1.20,
02-12-2022,16:49,02-12-2022,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,14 EUR",,,,EUR,798.93,
02-12-2022,16:49,02-12-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.14,EUR,798.79,
02-12-2022,09:43,01-12-2022,FORD MOTOR COMPANY COM,US3453708600,Dividendo,,USD,0.90,USD,0.76,
02-12-2022,09:43,01-12-2022,FORD MOTOR COMPANY COM,US3453708600,Ritenuta sul dividendo,,USD,-0.14,USD,-0.14,
02-12-2022,07:37,01-12-2022,,,Credito FX,,EUR,0.14,EUR,798.93,
02-12-2022,07:37,01-12-2022,,,Prelievo FX,1.0546,USD,-0.15,USD,0.00,
01-12-2022,14:46,01-12-2022,F&G ANNUITIES & LIFE,US30190A1043,SCISSIONE: Acquisto 0 F&G Annuities & Life@0 USD (US30190A1043),,USD,0.00,USD,0.15,
01-12-2022,07:25,30-11-2022,GLADSTONE LAND CORPORA,US3765491010,Dividendo,,USD,0.18,USD,0.15,
01-12-2022,07:25,30-11-2022,GLADSTONE LAND CORPORA,US3765491010,Ritenuta sul dividendo,,USD,-0.03,USD,-0.03,
25-11-2022,16:18,25-11-2022,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,65 EUR",,,,EUR,798.79,
25-11-2022,16:18,25-11-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.65,EUR,798.14,
25-11-2022,07:09,23-11-2022,ENI .,IT0003132476,Dividendo,,EUR,0.88,EUR,798.79,
25-11-2022,07:09,23-11-2022,ENI .,IT0003132476,Ritenuta sul dividendo,,EUR,-0.23,EUR,797.91,
23-11-2022,16:18,23-11-2022,,,"Trasferisci dal tuo conto deposito presso flatexDEGIRO Bank: 0,2 EUR",,,,EUR,798.14,
23-11-2022,16:18,23-11-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,0.20,EUR,798.34,
23-11-2022,07:31,22-11-2022,,,Prelievo FX,,EUR,-0.20,EUR,798.14,
23-11-2022,07:31,22-11-2022,,,Credito FX,1.0278,USD,0.21,USD,0.00,
22-11-2022,09:18,21-11-2022,ADR ON TURKCELL ILETISIM HIZMETLERI,US9001112047,ADR/GDR Commissione Pass-Through,,USD,-0.21,USD,-0.21,
17-11-2022,16:34,17-11-2022,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,6 EUR",,,,EUR,798.34,
17-11-2022,16:34,17-11-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.60,EUR,797.74,
17-11-2022,08:23,16-11-2022,,,Credito FX,,EUR,0.60,EUR,798.34,
17-11-2022,08:23,16-11-2022,,,Prelievo FX,1.0421,USD,-0.63,USD,0.00,
16-11-2022,07:19,15-11-2022,REALTY INCOME CORPORAT,US7561091049,Dividendo,,USD,0.74,USD,0.63,
16-11-2022,07:19,15-11-2022,REALTY INCOME CORPORAT,US7561091049,Ritenuta sul dividendo,,USD,-0.11,USD,-0.11,
14-11-2022,17:49,14-11-2022,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 1,14 EUR",,,,EUR,797.74,
14-11-2022,17:49,14-11-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-1.14,EUR,796.60,
12-11-2022,07:37,11-11-2022,,,Credito FX,,EUR,1.14,EUR,797.74,
12-11-2022,07:37,11-11-2022,,,Prelievo FX,1.0374,USD,-1.18,USD,0.00,
11-11-2022,07:24,10-11-2022,APPLE INC. - COMMON ST,US0378331005,Dividendo,,USD,1.15,USD,1.18,
11-11-2022,07:24,10-11-2022,APPLE INC. - COMMON ST,US0378331005,Ritenuta sul dividendo,,USD,-0.17,USD,0.03,
11-11-2022,07:04,10-11-2022,NAVIOS MARITIME PARTNERS LP COMMON,MHY622674098,Dividendo,,USD,0.20,USD,0.20,
03-11-2022,17:49,03-11-2022,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 7,91 EUR",,,,EUR,796.60,
03-11-2022,17:49,03-11-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-7.91,EUR,788.69,
03-11-2022,07:34,02-11-2022,,,Credito FX,,EUR,7.91,EUR,796.60,
03-11-2022,07:34,02-11-2022,,,Prelievo FX,0.9843,USD,-7.79,USD,0.00,
02-11-2022,08:23,01-11-2022,AT&T INC.,US00206R1023,Dividendo,,USD,9.16,USD,7.79,
02-11-2022,08:23,01-11-2022,AT&T INC.,US00206R1023,Ritenuta sul dividendo,,USD,-1.37,USD,-1.37,
01-11-2022,17:19,01-11-2022,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 3,58 EUR",,,,EUR,788.69,
01-11-2022,17:19,01-11-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-3.58,EUR,785.11,
01-11-2022,07:34,31-10-2022,,,Credito FX,,EUR,3.58,EUR,788.69,
01-11-2022,07:34,31-10-2022,,,Prelievo FX,0.9906,USD,-3.55,USD,0.00,
01-11-2022,04:24,31-10-2022,GLADSTONE LAND CORPORA,US3765491010,Dividendo,,USD,0.18,USD,3.55,
01-11-2022,04:24,31-10-2022,GLADSTONE LAND CORPORA,US3765491010,Ritenuta sul dividendo,,USD,-0.03,USD,3.37,
31-10-2022,07:12,28-10-2022,RITHM CAPITAL CORP,US64828T2015,Dividendo,,USD,4.00,USD,3.40,
31-10-2022,07:12,28-10-2022,RITHM CAPITAL CORP,US64828T2015,Ritenuta sul dividendo,,USD,-0.60,USD,-0.60,
24-10-2022,16:34,24-10-2022,,,"Trasferisci dal tuo conto deposito presso flatexDEGIRO Bank: 0,82 EUR",,,,EUR,785.11,
24-10-2022,16:34,24-10-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,0.82,EUR,785.93,
22-10-2022,07:36,21-10-2022,,,Prelievo FX,,EUR,-0.82,EUR,785.11,
22-10-2022,07:36,21-10-2022,,,Credito FX,0.9837,USD,0.81,USD,0.00,
21-10-2022,08:24,20-10-2022,ADR ON FINVOLUTION GROUP,US31810T1016,ADR/GDR Commissione Pass-Through,,USD,-0.81,USD,-0.81,
17-10-2022,17:19,17-10-2022,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 1,09 EUR",,,,EUR,785.93,
17-10-2022,17:19,17-10-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-1.09,EUR,784.84,
17-10-2022,07:35,14-10-2022,,,Credito FX,,EUR,0.90,EUR,785.93,
17-10-2022,07:35,14-10-2022,,,Prelievo FX,0.9746,USD,-0.88,USD,0.00,
17-10-2022,07:35,14-10-2022,,,Credito FX,,EUR,0.19,EUR,785.03,
17-10-2022,07:35,14-10-2022,,,Prelievo FX,1.3511,CAD,-0.25,CAD,0.00,
16-10-2022,04:18,14-10-2022,REALTY INCOME CORPORAT,US7561091049,Dividendo,,USD,0.74,USD,0.88,
16-10-2022,04:18,14-10-2022,REALTY INCOME CORPORAT,US7561091049,Ritenuta sul dividendo,,USD,-0.11,USD,0.14,
16-10-2022,03:53,14-10-2022,FRANKLIN RESOURCES IN,US3546131018,Dividendo,,USD,0.29,USD,0.25,
16-10-2022,03:53,14-10-2022,FRANKLIN RESOURCES IN,US3546131018,Ritenuta sul dividendo,,USD,-0.04,USD,-0.04,
16-10-2022,03:26,14-10-2022,OSISKO GOLD ROYALTIES,CA68827L1013,Dividendo,,CAD,0.33,CAD,0.25,
16-10-2022,03:26,14-10-2022,OSISKO GOLD ROYALTIES,CA68827L1013,Ritenuta sul dividendo,,CAD,-0.08,CAD,-0.08,
05-10-2022,20:04,05-10-2022,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 1,5 EUR",,,,EUR,784.84,
05-10-2022,20:04,05-10-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-1.50,EUR,783.34,
05-10-2022,12:20,04-10-2022,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 3,04 EUR",,,,EUR,784.84,
05-10-2022,12:20,04-10-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-3.04,EUR,781.80,
05-10-2022,07:36,04-10-2022,,,Credito FX,,EUR,1.50,EUR,784.84,
05-10-2022,07:36,04-10-2022,,,Prelievo FX,1.0011,USD,-1.50,USD,0.00,
04-10-2022,07:40,03-10-2022,COCA-COLA COMPANY (THE,US1912161007,Dividendo,,USD,1.76,USD,1.50,
04-10-2022,07:40,03-10-2022,COCA-COLA COMPANY (THE,US1912161007,Ritenuta sul dividendo,,USD,-0.26,USD,-0.26,
04-10-2022,07:40,03-10-2022,,,Credito FX,,EUR,3.04,EUR,783.34,
04-10-2022,07:40,03-10-2022,,,Prelievo FX,0.9851,USD,-2.99,USD,0.00,
03-10-2022,17:49,03-10-2022,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,67 EUR",,,,EUR,780.30,
03-10-2022,17:49,03-10-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.67,EUR,779.63,
03-10-2022,07:19,30-09-2022,FNF GROUP OF FIDELITY,US31620R3030,Dividendo,,USD,3.52,USD,2.99,
03-10-2022,07:19,30-09-2022,FNF GROUP OF FIDELITY,US31620R3030,Ritenuta sul dividendo,,USD,-0.53,USD,-0.53,
02-10-2022,08:29,30-09-2022,,,Credito FX,,EUR,0.67,EUR,780.30,
02-10-2022,08:29,30-09-2022,,,Prelievo FX,0.9827,USD,-0.66,USD,0.00,
01-10-2022,07:31,30-09-2022,,,Flatex Interest,,EUR,-0.35,EUR,779.63,
01-10-2022,07:00,30-09-2022,GLADSTONE LAND CORPORA,US3765491010,Dividendo,,USD,0.18,USD,0.66,
01-10-2022,07:00,30-09-2022,GLADSTONE LAND CORPORA,US3765491010,Ritenuta sul dividendo,,USD,-0.03,USD,0.48,
01-10-2022,06:32,30-09-2022,OUTFRONT MEDIA INC. CO,US69007J1060,Dividendo,,USD,0.60,USD,0.51,
01-10-2022,06:32,30-09-2022,OUTFRONT MEDIA INC. CO,US69007J1060,Ritenuta sul dividendo,,USD,-0.09,USD,-0.09,
26-09-2022,16:48,26-09-2022,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,65 EUR",,,,EUR,779.98,
26-09-2022,16:48,26-09-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.65,EUR,779.33,
24-09-2022,03:38,21-09-2022,ENI .,IT0003132476,Dividendo,,EUR,0.88,EUR,779.98,
24-09-2022,03:38,21-09-2022,ENI .,IT0003132476,Ritenuta sul dividendo,,EUR,-0.23,EUR,779.10,
22-09-2022,10:18,21-09-2022,,,"Trasferisci dal tuo conto deposito presso flatexDEGIRO Bank: 285,08 EUR",,,,EUR,779.33,
22-09-2022,10:18,21-09-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,285.08,EUR,1064.41,
21-09-2022,20:04,21-09-2022,AT&T INC.,US00206R1023,Credito FX,0.9815,USD,279.82,USD,0.00,5aa8f81d-c02a-4868-ade9-49a17538ee0f
21-09-2022,20:04,21-09-2022,AT&T INC.,US00206R1023,Prelievo FX,,EUR,-285.08,EUR,779.33,5aa8f81d-c02a-4868-ade9-49a17538ee0f
21-09-2022,20:04,21-09-2022,AT&T INC.,US00206R1023,"Acquisto 17 AT&T INC.@16,46 USD (US00206R1023)",,USD,-279.82,USD,-279.82,5aa8f81d-c02a-4868-ade9-49a17538ee0f
21-09-2022,10:18,20-09-2022,,,"Trasferisci dal tuo conto deposito presso flatexDEGIRO Bank: 17,57 EUR",,,,EUR,1064.41,
21-09-2022,10:18,20-09-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,17.57,EUR,1081.98,
20-09-2022,20:43,20-09-2022,AT&T INC.,US00206R1023,Credito FX,0.9936,USD,16.46,USD,0.00,5aa8f81d-c02a-4868-ade9-49a17538ee0f
20-09-2022,20:43,20-09-2022,AT&T INC.,US00206R1023,Prelievo FX,,EUR,-16.57,EUR,1064.41,5aa8f81d-c02a-4868-ade9-49a17538ee0f
20-09-2022,20:43,20-09-2022,AT&T INC.,US00206R1023,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-1.00,EUR,1080.98,5aa8f81d-c02a-4868-ade9-49a17538ee0f
20-09-2022,20:43,20-09-2022,AT&T INC.,US00206R1023,"Acquisto 1 AT&T INC.@16,46 USD (US00206R1023)",,USD,-16.46,USD,-16.46,5aa8f81d-c02a-4868-ade9-49a17538ee0f
19-09-2022,16:34,19-09-2022,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 1,01 EUR",,,,EUR,1081.98,
19-09-2022,16:34,19-09-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-1.01,EUR,1080.97,
17-09-2022,07:38,16-09-2022,,,Credito FX,,EUR,1.01,EUR,1081.98,
17-09-2022,07:38,16-09-2022,,,Prelievo FX,1.0041,USD,-1.01,USD,0.00,
16-09-2022,17:18,16-09-2022,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,63 EUR",,,,EUR,1080.97,
16-09-2022,17:18,16-09-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.63,EUR,1080.34,
16-09-2022,07:36,15-09-2022,,,Credito FX,,EUR,0.63,EUR,1080.97,
16-09-2022,07:36,15-09-2022,,,Prelievo FX,1.0026,USD,-0.63,USD,1.01,
16-09-2022,07:16,15-09-2022,AGNICO EAGLE MINES LIM,CA0084741085,Dividendo,,USD,0.80,USD,1.64,
16-09-2022,07:16,15-09-2022,AGNICO EAGLE MINES LIM,CA0084741085,Ritenuta sul dividendo,,USD,-0.20,USD,0.84,
16-09-2022,06:48,15-09-2022,FUTUREFUEL CORP. COMM,US36116M1062,Dividendo,,USD,0.48,USD,1.04,
16-09-2022,06:48,15-09-2022,FUTUREFUEL CORP. COMM,US36116M1062,Ritenuta sul dividendo,,USD,-0.07,USD,0.56,
16-09-2022,06:30,15-09-2022,REALTY INCOME CORPORAT,US7561091049,Dividendo,,USD,0.74,USD,0.63,
16-09-2022,06:30,15-09-2022,REALTY INCOME CORPORAT,US7561091049,Ritenuta sul dividendo,,USD,-0.11,USD,-0.11,
15-09-2022,16:48,15-09-2022,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 1,04 EUR",,,,EUR,1080.34,
15-09-2022,16:48,15-09-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-1.04,EUR,1079.30,
15-09-2022,07:31,14-09-2022,,,Credito FX,,EUR,1.04,EUR,1080.34,
15-09-2022,07:31,14-09-2022,,,Prelievo FX,1.3155,CAD,-1.37,CAD,0.00,
14-09-2022,14:10,14-09-2022,ENCORE ENERGY CORP,CA29259W7008,"FRAZIONAMENTO AZIONARIO: Acquisto 33 ENCORE ENERGY CORP@4,11 CAD (CA29259W7008)",,CAD,-135.63,CAD,1.37,
14-09-2022,14:10,14-09-2022,ENCORE ENERGY CORP,CA29259W1068,"FRAZIONAMENTO AZIONARIO: Vendita 100 ENCORE ENERGY CORP@1,37 CAD (CA29259W1068)",,CAD,137.00,CAD,137.00,
07-09-2022,17:03,07-09-2022,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,01 EUR",,,,EUR,1079.30,
07-09-2022,17:03,07-09-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.01,EUR,1079.29,
07-09-2022,08:21,06-09-2022,,,Credito FX,,EUR,0.01,EUR,1079.30,
07-09-2022,08:21,06-09-2022,,,Prelievo FX,0.9929,USD,-0.01,USD,0.00,
06-09-2022,12:23,15-11-2021,REALTY INCOME CORPORAT,US7561091049,Dividendo,,USD,-0.71,USD,0.01,
06-09-2022,12:23,15-11-2021,REALTY INCOME CORPORAT,US7561091049,Dividendo,,USD,0.72,USD,0.72,
05-09-2022,16:48,05-09-2022,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,76 EUR",,,,EUR,1079.29,
05-09-2022,16:48,05-09-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.76,EUR,1078.53,
03-09-2022,07:44,02-09-2022,,,Credito FX,,EUR,0.76,EUR,1079.29,
03-09-2022,07:44,02-09-2022,,,Prelievo FX,0.9978,USD,-0.76,USD,0.00,
02-09-2022,08:12,01-09-2022,FORD MOTOR COMPANY COM,US3453708600,Dividendo,,USD,0.90,USD,0.76,
02-09-2022,08:12,01-09-2022,FORD MOTOR COMPANY COM,US3453708600,Ritenuta sul dividendo,,USD,-0.14,USD,-0.14,
01-09-2022,17:03,01-09-2022,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,15 EUR",,,,EUR,1078.53,
01-09-2022,17:03,01-09-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.15,EUR,1078.38,
01-09-2022,07:32,31-08-2022,,,Credito FX,,EUR,0.15,EUR,1078.53,
01-09-2022,07:32,31-08-2022,,,Prelievo FX,1.0078,USD,-0.15,USD,0.00,
01-09-2022,05:10,31-08-2022,GLADSTONE LAND CORPORA,US3765491010,Dividendo,,USD,0.18,USD,0.15,
01-09-2022,05:10,31-08-2022,GLADSTONE LAND CORPORA,US3765491010,Ritenuta sul dividendo,,USD,-0.03,USD,-0.03,
24-08-2022,17:05,24-08-2022,,,"Trasferisci dal tuo conto deposito presso flatexDEGIRO Bank: 1,42 EUR",,,,EUR,1078.38,
24-08-2022,17:05,24-08-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,1.42,EUR,1079.80,
24-08-2022,07:31,23-08-2022,,,Prelievo FX,,EUR,-1.42,EUR,1078.38,
24-08-2022,07:31,23-08-2022,,,Credito FX,0.9945,USD,1.41,USD,0.00,
23-08-2022,10:04,22-08-2022,ADR ON AMBOW EDUCATION HOLDING LTD,US02322P2002,ADR/GDR Commissione Pass-Through,,USD,-1.41,USD,-1.41,
17-08-2022,17:03,17-08-2022,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,62 EUR",,,,EUR,1079.80,
17-08-2022,17:03,17-08-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.62,EUR,1079.18,
17-08-2022,07:33,16-08-2022,,,Credito FX,,EUR,0.62,EUR,1079.80,
17-08-2022,07:33,16-08-2022,,,Prelievo FX,1.0196,USD,-0.63,USD,0.00,
16-08-2022,17:18,16-08-2022,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,2 EUR",,,,EUR,1079.18,
16-08-2022,17:18,16-08-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.20,EUR,1078.98,
16-08-2022,08:37,15-08-2022,REALTY INCOME CORPORAT,US7561091049,Dividendo,,USD,0.74,USD,0.63,
16-08-2022,08:37,15-08-2022,REALTY INCOME CORPORAT,US7561091049,Ritenuta sul dividendo,,USD,-0.11,USD,-0.11,
16-08-2022,07:33,15-08-2022,,,Credito FX,,EUR,0.20,EUR,1079.18,
16-08-2022,07:33,15-08-2022,,,Prelievo FX,1.0186,USD,-0.20,USD,0.00,
15-08-2022,07:35,12-08-2022,NAVIOS MARITIME PARTNERS LP COMMON,MHY622674098,Dividendo,,USD,0.20,USD,0.20,
12-08-2022,17:18,12-08-2022,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,95 EUR",,,,EUR,1078.98,
12-08-2022,17:18,12-08-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.95,EUR,1078.03,
12-08-2022,11:18,11-08-2022,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 309,45 EUR",,,,EUR,1078.98,
12-08-2022,11:18,11-08-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-309.45,EUR,769.53,
12-08-2022,07:39,11-08-2022,,,Credito FX,,EUR,0.95,EUR,1078.98,
12-08-2022,07:39,11-08-2022,,,Prelievo FX,1.0346,USD,-0.98,USD,0.00,
11-08-2022,15:30,11-08-2022,CLEVELAND-CLIFFS INC,US1858991011,Prelievo FX,1.0371,USD,-321.44,USD,0.98,ed6b6846-4569-4ca0-802c-e21d86711ddc
11-08-2022,15:30,11-08-2022,CLEVELAND-CLIFFS INC,US1858991011,Credito FX,,EUR,309.95,EUR,1078.03,ed6b6846-4569-4ca0-802c-e21d86711ddc
11-08-2022,15:30,11-08-2022,CLEVELAND-CLIFFS INC,US1858991011,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,768.08,ed6b6846-4569-4ca0-802c-e21d86711ddc
11-08-2022,15:30,11-08-2022,CLEVELAND-CLIFFS INC,US1858991011,"Vendita 16 CLEVELAND-CLIFFS INC@20,09 USD (US1858991011)",,USD,321.44,USD,322.42,ed6b6846-4569-4ca0-802c-e21d86711ddc
11-08-2022,10:47,11-08-2022,APPLE INC. - COMMON ST,US0378331005,Dividendo,,USD,1.15,USD,0.98,
11-08-2022,10:47,11-08-2022,APPLE INC. - COMMON ST,US0378331005,Ritenuta sul dividendo,,USD,-0.17,USD,-0.17,
05-08-2022,16:48,05-08-2022,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 1,07 EUR",,,,EUR,768.58,
05-08-2022,16:48,05-08-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-1.07,EUR,767.51,
05-08-2022,07:33,04-08-2022,,,Credito FX,,EUR,1.07,EUR,768.58,
05-08-2022,07:33,04-08-2022,,,Prelievo FX,1.0272,USD,-1.10,USD,0.00,
04-08-2022,07:30,03-08-2022,ADR ON TURKCELL ILETISIM HIZMETLERI,US9001112047,Dividendo,,USD,1.59,USD,1.10,
04-08-2022,07:30,03-08-2022,ADR ON TURKCELL ILETISIM HIZMETLERI,US9001112047,Ritenuta sul dividendo,,USD,-0.16,USD,-0.49,
04-08-2022,07:30,03-08-2022,ADR ON TURKCELL ILETISIM HIZMETLERI,US9001112047,ADR/GDR Commissione Pass-Through,,USD,-0.33,USD,-0.33,
02-08-2022,17:18,02-08-2022,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 7,16 EUR",,,,EUR,767.51,
02-08-2022,17:18,02-08-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-7.16,EUR,760.35,
02-08-2022,07:37,01-08-2022,,,Credito FX,,EUR,7.16,EUR,767.51,
02-08-2022,07:37,01-08-2022,,,Prelievo FX,1.0288,USD,-7.37,USD,0.00,
01-08-2022,16:48,01-08-2022,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,15 EUR",,,,EUR,760.35,
01-08-2022,16:48,01-08-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.15,EUR,760.20,
01-08-2022,10:12,01-08-2022,AT&T INC.,US00206R1023,Dividendo,,USD,4.16,USD,7.37,
01-08-2022,10:12,01-08-2022,AT&T INC.,US00206R1023,Ritenuta sul dividendo,,USD,-0.62,USD,3.21,
01-08-2022,07:25,29-07-2022,RITHM CAPITAL CORP,US64828T2015,Dividendo,,USD,4.00,USD,3.83,
01-08-2022,07:25,29-07-2022,RITHM CAPITAL CORP,US64828T2015,Ritenuta sul dividendo,,USD,-0.60,USD,-0.17,
01-08-2022,07:09,29-07-2022,ADR ON JAMES HARDIE INDUSTRIES PLC,US47030M1062,Dividendo,,USD,0.60,USD,0.43,
01-08-2022,07:09,29-07-2022,ADR ON JAMES HARDIE INDUSTRIES PLC,US47030M1062,Ritenuta sul dividendo,,USD,-0.15,USD,-0.17,
01-08-2022,07:09,29-07-2022,ADR ON JAMES HARDIE INDUSTRIES PLC,US47030M1062,ADR/GDR Commissione Pass-Through,,USD,-0.02,USD,-0.02,
30-07-2022,07:33,29-07-2022,,,Credito FX,,EUR,0.15,EUR,760.35,
30-07-2022,07:33,29-07-2022,,,Prelievo FX,1.0245,USD,-0.15,USD,0.00,
30-07-2022,04:17,29-07-2022,GLADSTONE LAND CORPORA,US3765491010,Dividendo,,USD,0.18,USD,0.15,
30-07-2022,04:17,29-07-2022,GLADSTONE LAND CORPORA,US3765491010,Ritenuta sul dividendo,,USD,-0.03,USD,-0.03,
22-07-2022,16:17,22-07-2022,,,"Trasferisci dal tuo conto deposito presso flatexDEGIRO Bank: 0,69 EUR",,,,EUR,760.20,
22-07-2022,16:17,22-07-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,0.69,EUR,760.89,
22-07-2022,07:32,21-07-2022,,,Prelievo FX,,EUR,-0.69,EUR,760.20,
22-07-2022,07:32,21-07-2022,,,Credito FX,1.0201,USD,0.70,USD,0.00,
21-07-2022,18:32,21-07-2022,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,28 EUR",,,,EUR,760.89,
21-07-2022,18:32,21-07-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.28,EUR,760.61,
21-07-2022,11:06,20-07-2022,ADR ON BRF SA,US10552T1079,ADR/GDR Commissione Pass-Through,,USD,-0.70,USD,-0.70,
21-07-2022,07:14,20-07-2022,ENEL .,IT0003128367,Dividendo,,EUR,0.38,EUR,760.89,
21-07-2022,07:14,20-07-2022,ENEL .,IT0003128367,Ritenuta sul dividendo,,EUR,-0.10,EUR,760.51,
19-07-2022,17:03,19-07-2022,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 1,06 EUR",,,,EUR,760.61,
